0	18 
1	12 
2	21 
3	26 
4	14 
5	14 
6	22 
7	25 
8	24 
9	8 
10	9 
11	15 
12	25 
13	20 
14	23 
15	17 
16	25 
17	10 
18	13 
19	20 
20	1 
21	5 
22	1 
23	10 
24	0 
25	10 
26	14 
27	13 
28	9 
29	9 
30	14 
31	6 
32	14 
33	21 
34	24 
35	17 
36	20 
37	23 
38	5 
39	27 
40	27 
41	26 
42	4 
43	9 
44	27 
45	20 
46	24 
47	14 
48	23 
49	21 
50	20 
51	8 
52	26 
53	26 
54	20 
55	14 
56	3 
57	7 
58	13 
59	19 
60	11 
61	11 
62	5 
63	2 
64	18 
65	22 
66	11 
67	10 
68	4 
69	4 
70	0 
71	3 
72	7 
73	1 
74	15 
75	12 
76	19 
77	13 
78	17 
79	15 
80	17 
81	16 
82	21 
83	17 
84	8 
85	8 
86	8 
87	20 
88	5 
89	9 
90	27 
91	8 
92	6 
93	23 
94	21 
95	0 
96	2 
97	17 
98	1 
99	10 
100	0 
101	14 
102	14 
103	18 
104	17 
105	6 
106	26 
107	26 
108	14 
109	7 
110	6 
111	17 
112	4 
113	11 
114	16 
115	26 
116	0 
117	10 
118	11 
119	1 
120	14 
121	3 
122	9 
123	27 
124	20 
125	17 
126	23 
127	27 
128	9 
129	19 
130	27 
131	10 
132	20 
133	17 
134	24 
135	10 
136	17 
137	21 
138	0 
139	16 
140	25 
141	5 
142	13 
143	23 
144	25 
145	18 
146	10 
147	25 
148	8 
149	25 
150	25 
151	26 
152	0 
153	17 
154	4 
155	14 
156	6 
157	17 
158	13 
159	27 
160	25 
161	12 
162	8 
163	6 
164	8 
165	3 
166	1 
167	16 
168	7 
169	25 
170	25 
171	26 
172	5 
173	6 
174	26 
175	14 
176	13 
177	18 
178	25 
179	24 
180	8 
181	13 
182	19 
183	26 
184	20 
185	0 
186	20 
187	25 
188	25 
189	25 
190	5 
191	18 
192	20 
193	21 
194	13 
195	20 
196	24 
197	25 
198	9 
199	1 
200	11 
201	11 
202	20 
203	0 
204	24 
205	1 
206	17 
207	5 
208	5 
209	14 
210	5 
211	16 
212	0 
213	17 
214	5 
215	27 
216	27 
217	7 
218	12 
219	5 
220	27 
221	12 
222	21 
223	15 
224	12 
225	1 
226	22 
227	18 
228	12 
229	7 
230	21 
231	19 
232	6 
233	26 
234	10 
235	21 
236	6 
237	14 
238	23 
239	4 
240	25 
241	2 
242	27 
243	2 
244	10 
245	18 
246	14 
247	9 
248	27 
249	2 
250	22 
251	20 
252	6 
253	19 
254	14 
255	24 
256	26 
257	6 
258	5 
259	3 
260	18 
261	18 
262	22 
263	20 
264	6 
265	19 
266	27 
267	0 
268	0 
269	11 
270	4 
271	20 
272	12 
273	13 
274	17 
275	27 
276	16 
277	25 
278	2 
279	11 
280	3 
281	4 
282	27 
283	6 
284	9 
285	27 
286	10 
287	25 
288	15 
289	26 
290	9 
291	21 
292	15 
293	11 
294	11 
295	22 
296	13 
297	0 
298	24 
299	7 
300	21 
301	26 
302	2 
303	22 
304	17 
305	13 
306	27 
307	20 
308	6 
309	17 
310	5 
311	5 
312	13 
313	11 
314	14 
315	11 
316	19 
317	7 
318	22 
319	0 
320	12 
321	1 
322	18 
323	18 
324	23 
325	19 
326	13 
327	17 
328	13 
329	26 
330	4 
331	25 
332	23 
333	22 
334	16 
335	22 
336	10 
337	10 
338	27 
339	17 
340	19 
341	16 
342	6 
343	21 
344	26 
345	11 
346	14 
347	3 
348	2 
349	3 
350	5 
351	6 
352	5 
353	21 
354	18 
355	11 
356	6 
357	19 
358	12 
359	1 
360	17 
361	12 
362	24 
363	0 
364	22 
365	19 
366	4 
367	20 
368	1 
369	0 
370	13 
371	0 
372	11 
373	15 
374	21 
375	2 
376	22 
377	11 
378	26 
379	22 
380	0 
381	1 
382	4 
383	11 
384	16 
385	27 
386	14 
387	5 
388	9 
389	16 
390	24 
391	26 
392	14 
393	20 
394	25 
395	7 
396	1 
397	2 
398	25 
399	6 
400	6 
401	24 
402	9 
403	17 
404	6 
405	22 
406	7 
407	10 
408	24 
409	13 
410	13 
411	19 
412	15 
413	16 
414	2 
415	17 
416	18 
417	10 
418	21 
419	13 
420	26 
421	27 
422	6 
423	1 
424	10 
425	2 
426	0 
427	15 
428	10 
429	2 
430	15 
431	16 
432	2 
433	27 
434	26 
435	15 
436	24 
437	14 
438	16 
439	1 
440	6 
441	26 
442	18 
443	12 
444	8 
445	11 
446	16 
447	13 
448	6 
449	3 
450	21 
451	6 
452	23 
453	9 
454	15 
455	21 
456	9 
457	25 
458	5 
459	21 
460	17 
461	27 
462	11 
463	19 
464	10 
465	13 
466	20 
467	5 
468	14 
469	21 
470	14 
471	6 
472	24 
473	11 
474	24 
475	18 
476	7 
477	5 
478	25 
479	11 
480	3 
481	25 
482	13 
483	14 
484	26 
485	5 
486	8 
487	23 
488	2 
489	24 
490	3 
491	11 
492	13 
493	6 
494	17 
495	21 
496	7 
497	23 
498	6 
499	3 
500	18 
501	15 
502	6 
503	26 
504	1 
505	19 
506	8 
507	10 
508	10 
509	6 
510	10 
511	0 
512	15 
513	23 
514	1 
515	14 
516	13 
517	1 
518	8 
519	6 
520	8 
521	17 
522	24 
523	22 
524	6 
525	6 
526	14 
527	6 
528	18 
529	18 
530	19 
531	5 
532	20 
533	17 
534	10 
535	26 
536	3 
537	2 
538	14 
539	18 
540	5 
541	19 
542	18 
543	16 
544	24 
545	5 
546	13 
547	7 
548	7 
549	20 
550	27 
551	5 
552	8 
553	20 
554	14 
555	11 
556	13 
557	2 
558	19 
559	10 
560	3 
561	3 
562	14 
563	11 
564	15 
565	24 
566	22 
567	15 
568	5 
569	4 
570	19 
571	21 
572	12 
573	7 
574	17 
575	25 
576	13 
577	5 
578	22 
579	27 
580	14 
581	2 
582	25 
583	5 
584	6 
585	22 
586	10 
587	18 
588	17 
589	5 
590	4 
591	0 
592	1 
593	13 
594	22 
595	16 
596	23 
597	13 
598	27 
599	13 
600	3 
601	15 
602	25 
603	1 
604	26 
605	16 
606	10 
607	13 
608	2 
609	20 
610	18 
611	13 
612	24 
613	0 
614	17 
615	16 
616	18 
617	2 
618	20 
619	24 
620	5 
621	16 
622	11 
623	25 
624	24 
625	3 
626	25 
627	13 
628	23 
629	13 
630	26 
631	25 
632	14 
633	20 
634	11 
635	12 
636	24 
637	24 
638	20 
639	20 
640	24 
641	3 
642	25 
643	0 
644	26 
645	22 
646	22 
647	2 
648	14 
649	18 
650	5 
651	14 
652	15 
653	5 
654	22 
655	17 
656	26 
657	5 
658	24 
659	19 
660	23 
661	11 
662	20 
663	24 
664	17 
665	18 
666	20 
667	20 
668	17 
669	8 
670	27 
671	17 
672	14 
673	27 
674	11 
675	24 
676	19 
677	11 
678	12 
679	27 
680	10 
681	24 
682	25 
683	17 
684	4 
685	21 
686	8 
687	6 
688	14 
689	17 
690	3 
691	21 
692	4 
693	23 
694	25 
695	4 
696	25 
697	6 
698	27 
699	11 
700	26 
701	25 
702	24 
703	19 
704	18 
705	11 
706	20 
707	5 
708	14 
709	20 
710	26 
711	27 
712	24 
713	0 
714	6 
715	0 
716	13 
717	0 
718	2 
719	5 
720	20 
721	23 
722	8 
723	19 
724	6 
725	21 
726	17 
727	26 
728	26 
729	11 
730	15 
731	8 
732	25 
733	16 
734	17 
735	23 
736	17 
737	7 
738	10 
739	18 
740	5 
741	13 
742	10 
743	5 
744	11 
745	8 
746	7 
747	27 
748	5 
749	5 
750	6 
751	1 
752	7 
753	15 
754	18 
755	1 
756	1 
757	10 
758	1 
759	6 
760	1 
761	22 
762	4 
763	25 
764	24 
765	6 
766	2 
767	6 
768	12 
769	2 
770	25 
771	20 
772	20 
773	19 
774	18 
775	13 
776	14 
777	16 
778	10 
779	2 
780	9 
781	26 
782	14 
783	19 
784	19 
785	13 
786	7 
787	0 
788	23 
789	20 
790	17 
791	10 
792	25 
793	18 
794	1 
795	7 
796	24 
797	22 
798	7 
799	5 
800	12 
801	11 
802	11 
803	9 
804	2 
805	9 
806	24 
807	8 
808	11 
809	22 
810	9 
811	15 
812	8 
813	13 
814	0 
815	4 
816	21 
817	23 
818	17 
819	5 
820	3 
821	12 
822	13 
823	6 
824	23 
825	5 
826	9 
827	11 
828	16 
829	11 
830	7 
831	17 
832	27 
833	13 
834	11 
835	0 
836	12 
837	13 
838	3 
839	1 
840	27 
841	8 
842	14 
843	14 
844	6 
845	1 
846	11 
847	21 
848	14 
849	3 
850	26 
851	18 
852	20 
853	14 
854	13 
855	2 
856	17 
857	13 
858	24 
859	13 
860	0 
861	0 
862	0 
863	17 
864	22 
865	24 
866	20 
867	17 
868	3 
869	26 
870	6 
871	2 
872	15 
873	0 
874	8 
875	15 
876	21 
877	11 
878	17 
879	10 
880	11 
881	3 
882	18 
883	21 
884	1 
885	11 
886	5 
887	24 
888	1 
889	14 
890	11 
891	26 
892	5 
893	20 
894	2 
895	21 
896	2 
897	10 
898	0 
899	25 
900	13 
901	7 
902	5 
903	2 
904	10 
905	24 
906	5 
907	24 
908	12 
909	0 
910	27 
911	4 
912	21 
913	4 
914	27 
915	22 
916	11 
917	0 
918	19 
919	6 
920	10 
921	8 
922	11 
923	5 
924	27 
925	2 
926	20 
927	6 
928	21 
929	21 
930	17 
931	10 
932	4 
933	4 
