0	3 
1	18 
2	18 
3	18 
4	15 
5	14 
6	0 
7	1 
8	1 
9	16 
10	7 
11	2 
12	8 
13	5 
14	1 
15	27 
16	27 
17	5 
18	15 
19	7 
20	13 
21	3 
22	21 
23	14 
24	12 
25	25 
26	11 
27	24 
28	10 
29	21 
30	13 
31	27 
32	1 
33	17 
34	14 
35	23 
36	11 
37	23 
38	26 
39	15 
40	25 
41	25 
42	11 
43	18 
44	22 
45	8 
46	13 
47	15 
48	22 
49	18 
50	7 
51	25 
52	26 
53	26 
54	6 
55	23 
56	2 
57	21 
58	21 
59	19 
60	3 
61	17 
62	25 
63	25 
64	11 
65	10 
66	20 
67	9 
68	27 
69	5 
70	4 
71	17 
72	9 
73	27 
74	5 
75	22 
76	24 
77	11 
78	4 
79	11 
80	4 
81	4 
82	22 
83	27 
84	18 
85	6 
86	6 
87	22 
88	19 
89	25 
90	5 
91	6 
92	17 
93	10 
94	10 
95	5 
96	9 
97	25 
98	12 
99	24 
100	24 
101	11 
102	24 
103	21 
104	27 
105	23 
106	9 
107	15 
108	26 
109	20 
110	11 
111	22 
112	26 
113	0 
114	5 
115	17 
116	7 
117	11 
118	10 
119	12 
120	26 
121	11 
122	11 
123	26 
124	18 
125	17 
126	19 
127	18 
128	1 
129	4 
130	0 
131	9 
132	27 
133	1 
134	11 
135	26 
136	20 
137	25 
138	26 
139	4 
140	9 
141	4 
142	11 
143	24 
144	20 
145	12 
146	0 
147	20 
148	26 
149	20 
150	7 
151	12 
152	21 
153	25 
154	7 
155	19 
156	4 
157	24 
158	14 
159	17 
160	8 
161	18 
162	24 
163	13 
164	1 
165	20 
166	2 
167	24 
168	21 
169	16 
170	20 
171	15 
172	23 
173	14 
174	15 
175	26 
176	26 
177	19 
178	11 
179	22 
180	2 
181	24 
182	11 
183	19 
184	17 
185	8 
186	14 
187	0 
188	18 
189	20 
190	13 
191	12 
192	13 
193	18 
194	5 
195	9 
196	25 
197	27 
198	13 
199	18 
200	26 
201	14 
202	21 
203	20 
204	6 
205	26 
206	27 
207	26 
208	20 
209	25 
210	9 
211	21 
212	13 
213	22 
214	3 
215	13 
216	11 
217	19 
218	16 
219	17 
220	16 
221	8 
222	26 
223	7 
224	6 
225	6 
226	26 
227	3 
228	7 
229	12 
230	16 
231	25 
232	8 
233	1 
234	10 
235	4 
236	23 
237	16 
238	14 
239	5 
240	23 
241	15 
242	20 
243	10 
244	27 
245	3 
246	11 
247	15 
248	17 
249	19 
250	24 
251	11 
252	8 
253	2 
254	9 
255	26 
256	1 
257	11 
258	21 
259	16 
260	13 
261	5 
262	24 
263	24 
264	27 
265	7 
266	25 
267	1 
268	21 
269	23 
270	0 
271	0 
272	14 
273	11 
274	27 
275	17 
276	21 
277	13 
278	1 
279	6 
280	24 
281	2 
282	13 
283	14 
284	27 
285	8 
286	23 
287	23 
288	3 
289	5 
290	6 
291	1 
292	5 
293	25 
294	24 
295	17 
296	6 
297	18 
298	17 
299	5 
300	8 
301	17 
302	24 
303	22 
304	6 
305	2 
306	10 
307	2 
308	5 
309	26 
310	11 
311	11 
312	3 
313	0 
314	11 
315	3 
316	6 
317	20 
318	25 
